"","AB62","AC43cAns3Q2","AC43c.Ans5Q1","AD24a.Ans1Q1","DA44A1","FA101cAR","FB56.6cQ1","FB72A3","FD39.2cQ1","FD393c","GP91c"
"G15830",88,110,39,0,33,88,19,65,138,62,169
"G15831",0,0,0,0,0,0,0,0,0,0,0
"G15832",0,0,0,0,0,0,0,1,2,0,0
"G15833",21,18,7,32,1,17,0,9,22,5,12
"G15834",404,470,265,49,556,408,125,181,373,319,297
"G15835",2406,3633,1206,348,1808,2424,357,1162,2672,2434,3124
"G15836",0,0,0,0,0,0,0,0,0,0,0
"G15837",20,48,100,0,17,8,5,31,17,49,20
"G15838",798,931,696,183,1171,1124,253,636,934,771,878
"G15839",0,0,0,0,0,0,0,0,0,0,0
"G15840",6,13,4,0,8,19,0,22,37,5,28
"G15841",571,792,918,272,1051,892,448,494,856,604,684
"G15842",2723,2095,3559,1937,3623,4665,1853,2188,3888,3045,3491
"G15843",1027,1646,1179,565,1642,1317,480,953,1274,1425,1525
"G15844",1213,3923,3768,1911,3151,2694,1404,2496,2553,1874,1955
"G15845",0,0,0,0,0,0,0,0,0,0,0
"G15846",0,0,0,0,10,0,0,0,0,0,2
"G15847",76,44,17,6,80,96,0,57,45,39,114
"G15848",5,0,3,26,5,5,0,0,3,3,31
"G15849",5,0,5,19,12,39,0,0,14,1,5
"G15850",7,5,7,0,6,43,0,4,14,1,5
"G15851",182,474,194,241,195,374,696,188,489,310,693
"G15852",267,309,416,32,529,438,250,304,429,314,343
"G15853",89,7,105,3081,8,1,304,160,35,13,2
"G15854",283,1371,2014,425,1789,1746,495,149,1457,629,1368
"G15855",1710,2470,1000,258,1825,2518,460,977,1559,1520,2713
"G15856",97,119,51,0,96,145,16,95,138,159,192
"G15857",5,0,0,0,14,7,0,0,5,2,0
"G15858",78,127,8,0,73,77,0,28,95,93,147
"G15859",31,59,3,0,49,51,0,11,53,34,73
"G15860",97,377,26,1,163,253,8,26,328,217,267
"G15861",19,22,5,0,2,16,1,19,17,15,18
"G15862",23,106,35,72,195,285,160,74,76,89,80
"G15863",2750,4038,1953,507,2651,3700,726,1685,3432,2697,4509
"G15864",1042,1823,965,373,1529,2012,245,777,1633,1203,1830
"G15865",0,0,0,0,0,0,0,0,0,0,0
"G15866",0,0,0,0,0,0,0,0,0,0,0
"G15867",2,5,7,0,3,10,11,0,1,3,3
"G15868",603,1305,482,147,850,963,166,445,1210,704,1108
"G15869",75,145,183,96,161,190,49,52,197,128,93
"G15870",771,969,906,199,1865,2436,419,427,801,840,1759
"G15871",545,1136,184,40,497,726,146,218,944,663,666
"G15872",168,283,61,4,137,380,9,190,351,235,403
"G15873",53,51,64,12,95,86,34,15,41,24,37
"G15874",199,214,313,88,577,597,176,75,282,289,287
"G15875",1214,1349,1477,388,2900,4053,596,1039,1086,1677,2243
"G15876",0,0,0,0,0,0,0,0,0,0,0
"G15877",524,663,133,0,252,521,14,126,494,543,697
"G15878",0,0,0,0,0,0,0,0,0,0,0
"G15879",532,893,672,113,718,1059,297,545,907,730,823
"G15880",0,0,0,0,0,0,0,0,0,0,0
"G15881",706,1108,1577,320,1190,1833,775,734,1254,909,1006
"G15882",28,96,13,0,21,43,0,5,34,57,115
"G15883",1348,2798,382,83,939,1677,60,505,1401,1640,2604
"G15884",0,0,0,0,0,0,0,0,0,0,0
"G15885",2300,3221,1897,600,2895,4560,1075,1327,2740,2705,4545
"G15886",0,0,0,0,0,0,0,0,0,0,0
"G15887",0,0,0,0,0,0,0,0,0,0,0
"G15888",1468,1814,1347,741,1453,1573,877,418,1197,1178,1689
"G15889",1610,2100,2210,947,2471,3437,1503,1070,2178,1944,2999
"G15890",765,1571,825,221,984,1360,391,731,1661,976,1607
"G15891",1642,2067,9872,4849,3547,2818,1828,1372,4073,1761,1963
"G15892",1177,1643,1042,188,1316,1606,337,598,1278,1525,2257
"G15893",150,279,46,143,290,202,44,86,97,256,319
"G15894",819,1343,1554,438,1838,2273,688,951,1241,1120,1366
"G15895",137,226,156,1,143,229,58,76,321,144,335
"G15896",0,0,0,0,0,0,0,0,0,0,0
"G15897",0,0,0,0,0,0,0,0,0,0,0
"G15898",837,1094,1228,537,2017,2238,504,688,1339,1152,1292
"G15899",988,1249,1290,250,2339,2813,513,800,1397,1280,2420
"G15900",148,160,896,214,1041,3500,318,93,808,137,184
"G15901",610,918,1553,331,3009,3082,1389,707,1270,1553,1186
"G15902",1498,1879,1278,272,1520,2062,377,894,1469,1557,2055
"G15903",1731,2622,870,314,2144,2936,462,872,2278,2148,2965
"G15904",0,0,0,0,0,0,0,0,0,0,0
"G15905",246,296,935,215,721,1078,434,148,748,356,623
"G15906",0,0,0,0,0,0,0,0,0,0,0
"G15907",0,0,0,0,0,0,0,0,0,0,0
"G15908",5,3,16,0,18,25,317,0,6,5,7
"G15909",0,0,0,0,0,0,0,0,0,0,0
"G15910",0,0,0,0,0,0,0,0,0,0,0
"G15911",5697,3006,7822,2204,7666,9701,2757,4393,6016,5711,5365
"G15912",264,513,184,59,289,312,52,139,424,331,384
"G15913",4,6,37,21,13,2,43,40,9,59,6
"G15914",0,0,0,0,0,0,0,3,0,0,0
"G15915",33,89,8,0,39,30,3,61,62,46,64
"G15916",7,21,22,0,13,27,0,4,10,2,2
"G15917",3,6,11,0,1,6,4,1,1,0,6
"G15918",0,0,0,0,6,0,0,0,0,1,0
"G15919",0,8,2,1,3,32,0,1,2,6,10
"G15920",0,0,0,0,3,6,0,0,0,2,0
"G15921",0,0,0,0,0,0,0,0,0,0,0
"G15922",372,465,1761,76,675,533,575,672,368,581,388
"G15923",0,0,0,0,0,0,0,0,0,0,0
"G15924",439,938,277,15,262,420,80,309,744,406,658
"G15925",293,959,223,1,242,432,30,203,788,559,760
"G15926",1043,2094,1385,740,2188,2183,677,794,2264,1681,1461
"G15927",329,1022,342,130,525,593,77,457,1099,823,960
"G15928",10,67,9,0,29,41,55,3,26,24,31
"G15929",582,682,587,368,965,802,303,379,691,564,630
"G15930",334,1122,678,148,845,854,73,158,992,465,792
"G15931",0,0,0,0,0,0,0,0,0,0,0
"G15932",676,1397,525,227,753,849,234,412,1087,845,1215
"G15933",105,184,33,53,190,262,45,24,170,156,359
"G15934",49,117,79,92,135,201,73,179,202,159,104
"G15935",662,800,450,152,662,788,401,403,686,496,829
"G15936",376,562,170,17,431,632,60,225,712,565,897
"G15937",344,205,541,68,845,850,165,242,391,339,547
"G15938",0,0,0,0,0,0,0,0,0,0,0
"G15939",0,0,0,0,1,6,0,4,1,0,1
"G15940",132,332,208,11,449,466,83,54,449,164,303
"G15941",231,77,2310,2453,1552,509,539,1041,1424,1367,130
"G15942",84,97,133,38,154,134,58,55,72,57,137
"G15943",0,0,0,0,0,0,0,1,0,0,0
"G15944",7,3,5,0,9,29,17,0,4,3,2
"G15945",0,0,0,0,6,0,15,0,1,0,7
"G15946",0,0,0,24,1,0,0,3,0,0,0
"G15947",652,1422,555,449,1987,2198,558,546,975,1087,1405
"G15948",2,13,51,75,113,39,59,9,29,70,56
"G15949",0,0,0,0,0,0,0,0,0,0,0
"G15950",2264,3780,2093,2183,3099,4181,1489,2765,2382,2311,2882
"G15951",0,0,0,0,0,0,0,0,0,0,0
"G15952",90,194,150,2,285,441,0,55,217,155,374
"G15953",579,767,518,390,1169,1185,280,316,851,1017,902
"G15954",0,0,0,0,0,0,0,0,0,0,0
"G15955",1364,1920,739,205,1155,1837,423,763,1456,1695,1881
"G15956",0,0,0,0,0,0,0,0,0,0,0
"G15957",0,0,0,0,0,0,0,0,0,0,0
"G15958",26,59,6,0,22,37,6,25,88,38,45
"G15959",62,63,16,0,40,57,0,24,56,63,45
"G15960",200,427,481,180,790,941,185,214,528,475,932
"G15961",0,0,0,0,0,0,0,0,0,0,0
"G15962",1179,2506,984,380,2030,3434,435,1274,2273,1922,2709
"G15963",608,689,401,54,823,1027,257,333,689,552,971
"G15964",357,780,160,5,275,362,28,166,495,433,887
"G15965",428,1022,163,0,730,1062,127,203,886,760,1271
"G15966",29,95,51,19,180,377,32,33,120,61,166
"G15967",0,0,0,0,0,0,0,0,0,0,0
"G15968",994,1694,875,229,1773,2038,443,714,1539,1419,1547
"G15969",1186,1604,1491,402,3046,2680,1117,793,1773,1510,2178
"G15970",7,0,0,0,0,2,1,1,0,0,0
"G15971",750,2108,572,81,978,1727,170,749,1690,1344,1446
"G15972",0,0,0,0,0,0,0,0,0,0,0
"G15973",1510,1843,969,595,1690,1941,760,1061,1659,1444,1928
"G15974",374,486,122,49,319,488,66,105,360,300,563
"G15975",45,128,225,33,286,459,135,55,223,139,215
"G15976",867,2194,451,76,713,969,33,411,1950,1067,1751
"G15977",0,0,0,0,0,0,0,0,0,1,0
"G15978",0,0,0,0,0,0,0,0,0,0,0
"G15979",0,0,0,0,6,2,5,0,2,1,2
"G15980",15,67,1,1,7,16,5,1,47,20,34
"G15981",1,0,0,0,14,8,0,12,0,0,0
"G15982",0,0,0,0,0,0,0,0,0,0,0
"G15983",0,0,0,0,0,0,0,0,0,0,0
"G15984",0,0,0,0,0,0,0,0,3,0,0
"G15985",0,0,0,0,0,0,0,0,0,0,0
"G15986",0,5,0,0,0,0,0,0,0,0,0
"G15987",0,0,0,0,0,0,0,0,0,0,0
"G15988",3949,1765,9416,4259,16795,15327,8666,2579,5715,5643,6353
"G15989",11,11,41,391,338,212,613,184,11,95,394
"G15990",0,0,0,0,0,5,0,0,0,0,0
"G15991",135,1345,262,1351,7328,4102,803,411,749,1745,4109
"G15992",658,589,290,171,1050,1010,74,402,552,1063,1048
"G15993",1675,2695,1516,408,2861,3182,546,912,2541,2105,2492
"G15994",0,8,13,0,2,37,0,0,13,6,3
"G15995",0,22,34,9,24,77,13,9,39,37,46
"G15996",0,0,0,0,0,0,0,0,0,0,0
"G15997",0,0,1,0,2,0,0,0,0,0,0
"G15998",439,1102,192,71,432,668,63,213,614,714,1141
"G15999",46,106,107,4,83,48,59,36,56,63,41
"G16000",107,130,442,234,883,1046,263,44,301,425,326
"G16001",244,424,277,289,2190,1623,642,367,331,315,1055
"G16002",1497,1817,1046,515,1477,2477,646,361,1588,1824,2660
"G16003",0,0,0,0,0,0,0,0,0,0,0
"G16004",2575,3700,745,318,1553,2609,410,1448,2194,3211,2628
"G16005",0,0,0,0,0,1,0,0,0,0,0
"G16006",39,112,0,0,61,186,1,47,62,99,384
"G16007",151,396,114,0,112,430,0,60,328,364,966
"G16008",5,7,26,0,0,4,17,0,0,23,0
"G16009",189,247,257,21,681,1000,175,54,457,278,475
"G16010",395,290,592,552,763,731,562,249,521,272,388
"G16011",767,1424,584,269,959,1160,354,510,1232,746,1169
"G16012",0,0,0,0,0,0,0,0,0,0,0
"G16013",1990,3876,3283,3314,2236,3059,2429,4208,3269,2858,2357
"G16014",695,1577,361,48,610,808,116,643,1408,1025,1148
"G16015",1,4,55,18,14,10,0,13,11,7,3
"G16016",1268,1846,1916,786,2871,3543,1125,746,1825,1423,1998
"G16017",11,35,0,36,41,77,26,17,20,16,49
"G16018",587,1019,339,98,913,1295,205,374,908,762,1447
"G16019",1004,1668,545,191,1032,1405,223,359,1350,1150,1758
"G16020",114,150,74,53,78,140,63,65,84,111,90
"G16021",417,826,840,266,1350,1458,260,114,882,702,1224
"G16022",209,261,67,33,480,631,132,63,178,218,562
"G16023",2365,3649,1131,327,1924,2770,292,1516,2608,2771,4016
"G16024",490,486,879,444,1014,1476,382,565,588,550,663
"G16025",0,0,18,0,0,1,0,0,0,0,0
"G16026",0,0,0,0,1,0,0,0,0,0,0
"G16027",2,3,0,0,0,1,0,0,4,0,0
"G16028",521,1015,893,344,1897,1153,490,418,851,659,1263
"G16029",0,0,0,0,0,0,0,0,0,0,0
"G16030",1640,1926,1430,312,1774,2296,565,944,1768,1579,2208
"G16031",0,1,0,0,1,0,0,2,0,0,0
"G16032",0,0,0,0,0,0,0,0,0,0,0
"G16033",0,0,0,0,0,0,0,0,0,0,0
"G16034",4,30,45,0,13,21,0,19,27,16,38
"G16035",0,19,36,24,20,31,18,3,5,14,15
"G16036",171,232,121,8,102,212,26,82,196,99,197
"G16037",0,0,1,0,1,0,0,0,2,2,0
"G16038",0,0,4,0,21,18,0,7,5,2,0
"G16039",344,832,231,12,291,524,26,182,533,608,823
"G16040",675,1366,341,32,496,744,38,423,849,1006,1257
"G16041",4,4,0,0,1,1,2,0,16,19,0
"G16042",204,667,111,0,416,674,21,60,565,466,768
"G16043",818,890,579,55,1161,2078,185,242,1152,1202,2634
"G16044",1277,1641,3059,1235,4617,4392,2675,1128,1686,1626,2137
"G16045",451,386,663,41,201,269,65,180,487,389,538
"G16046",0,0,5,0,0,0,0,0,0,0,4
"G16047",657,945,680,270,1620,2287,585,546,964,924,1173
"G16048",0,0,0,0,0,0,0,0,0,0,0
"G16049",71,280,9,0,33,94,11,21,248,252,336
"G16050",4,91,12,0,22,37,0,19,154,50,104
"G16051",1703,2554,557,41,1302,1572,192,903,1897,1941,2996
"G16052",286,435,212,1,228,515,163,104,365,285,424
"G16053",0,0,0,0,0,0,0,0,0,0,0
"G16054",877,1440,1204,622,1191,1502,929,475,1271,1199,1904
"G16055",0,0,0,0,0,0,0,0,0,0,0
"G16056",0,0,0,0,0,0,0,0,0,0,0
"G16057",796,1551,621,209,1097,1786,213,525,1471,1064,1654
"G16058",463,502,1739,2221,621,459,219,230,638,547,553
"G16059",0,1,0,0,0,0,0,0,3,0,0
"G16060",365,526,333,204,569,611,251,300,392,478,455
"G16061",2,9,2,0,9,3,0,0,1,7,1
"G16062",0,2,7,0,3,7,0,0,2,10,0
"G16063",721,1025,488,468,1127,1215,196,473,1232,965,1125
"G16064",0,0,0,0,0,0,0,0,0,0,0
"G16065",0,0,0,0,0,0,0,0,0,0,0
"G16075",0,1,4,0,2,8,0,1,4,2,4
"G16076",0,0,0,0,0,2,0,0,0,0,0
"G16077",0,0,24,0,0,9,12,0,1,18,39
"G16078",0,0,0,0,0,0,0,0,0,0,0
"G16079",0,0,2,20,0,18,13,0,0,3,5
"G16080",0,0,0,0,0,0,0,0,0,0,2
"G16081",226,146,117,62,145,274,429,95,216,179,270
"G16082",0,0,0,0,0,0,0,0,0,0,0
"G16083",3,0,3,6,10,4,2,6,2,0,3
"G16084",315,175,47,0,180,295,20,195,192,340,158
"G16085",1,0,8,0,0,5,0,0,0,0,1
"G16086",6,8,14,11,99,143,25,18,33,8,80
"G16087",126,26,701,25,93,219,97,52,354,56,112
"G16088",0,0,0,0,0,0,0,0,0,0,0
"G16089",12,3,52,0,333,624,5,0,11,9,0
"G16090",0,0,0,0,0,0,0,0,0,0,0
"G16091",607,472,510,161,908,998,359,282,688,746,685
"G16092",0,0,0,0,0,0,0,0,0,0,0
"G16093",654,1002,436,228,983,1027,231,472,849,656,1218
"G16094",663,1729,574,132,1057,1139,139,360,598,845,1930
"G16095",0,0,0,0,0,0,0,0,0,0,0
"G16096",515,764,553,91,697,840,194,351,516,523,982
"G16097",0,0,0,0,0,0,0,0,0,0,0
"G16098",460,1000,567,397,1173,1102,404,325,740,661,1283
"G16099",1073,1472,610,180,894,1355,216,458,1128,1026,1487
"G16100",766,946,488,234,706,798,289,451,986,940,1182
"G16101",1348,2268,1374,290,1459,1774,509,833,1932,1681,2203
"G16102",0,0,0,0,0,0,0,0,0,0,0
"G16103",24,13,1,0,9,10,0,6,13,1,16
"G16104",15,1,0,0,0,0,0,0,0,0,0
"G16105",1,0,0,0,0,0,0,0,0,1,2
"G16106",0,0,2,0,1,6,0,0,4,0,0
"G16107",0,0,0,0,0,0,0,0,0,0,0
"G16108",37,124,19,7,162,323,17,35,139,149,534
"G16109",135,41,147,131,28,115,98,108,95,68,60
"G16110",334,573,409,86,495,459,88,241,391,520,448
"G16111",2123,3056,1484,323,2711,3397,425,862,3066,2334,3811
"G16112",50,47,26,0,104,183,32,19,51,45,120
"G16113",924,1194,1736,705,2536,2816,1210,940,1579,1123,1410
"G16114",3,11,10,0,6,8,0,0,6,1,2
"G16115",169,1424,144,0,379,497,28,368,662,799,435
"G16116",165,409,301,114,273,409,29,26,473,176,469
"G16117",240,353,162,1109,706,532,562,313,441,152,241
"G16118",385,555,357,226,907,843,433,300,516,637,784
"G16119",24,57,168,134,188,424,40,55,258,89,106
"G16120",11,18,138,150,56,73,53,107,183,76,31
"G16121",813,1440,280,117,629,814,86,386,819,1016,1232
"G16122",1289,1858,752,120,1244,1673,309,577,1607,1244,2116
"G16123",279,440,108,0,243,362,31,118,386,340,681
"G16124",137,191,2018,194,218,270,186,103,1395,180,228
"G16125",2253,3190,5255,2466,1745,1888,723,707,4178,2410,3651
"G16126",0,0,1,0,1,8,0,0,1,0,4
"G16127",2173,7268,900,0,1057,2350,174,1703,3071,3344,5531
"G16128",5,1,16,0,5,7,10,0,17,16,14
"G16129",873,2205,588,233,1106,1336,182,577,1831,1603,1682
"G16130",0,0,0,0,0,0,0,0,0,0,0
"G16131",0,0,0,0,0,0,0,0,0,0,0
"G16132",0,0,0,0,0,0,0,0,0,0,0
"G16133",0,0,6,0,36,55,0,3,0,3,7
"G16134",78,117,38,0,95,133,7,30,0,97,114
"G16135",3,0,24,0,26,32,0,5,17,1,0
"G16136",15,17,30,0,14,71,24,7,31,30,27
"G16137",0,0,0,0,0,0,0,0,0,0,0
"G16138",0,0,0,0,0,0,0,0,0,0,0
"G16139",0,0,0,0,0,0,2,0,0,0,0
"G16140",9,7,8,0,8,0,0,14,4,0,14
"G16141",604,870,144,31,515,713,52,208,524,528,662
"G16142",4,10,3,0,6,10,0,0,5,228,8
"G16143",0,3,0,0,1,16,0,1,0,106,7
"G16144",1664,2135,1497,661,2086,1777,910,1265,1962,1510,1854
"G16145",0,0,0,0,0,0,0,0,0,0,0
"G16146",130,174,154,215,347,336,162,167,228,155,162
"G16147",13,15,9,0,31,24,0,1,9,3,20
"G16148",20,37,7,10,43,53,15,28,48,26,60
"G16149",30,28,0,0,41,52,0,21,26,44,37
"G16150",54,64,37,18,82,195,10,23,55,33,33
"G16151",0,0,0,0,0,5,0,0,0,0,1
"G16152",8,0,6,0,2,22,1,1,5,6,8
"G16153",368,697,343,186,739,837,253,220,650,518,1152
"G16154",0,0,0,0,0,0,0,0,0,0,0
"G16155",0,0,0,0,0,0,0,0,0,0,0
"G16156",1032,754,1595,563,2194,2594,737,886,1116,1009,1406
"G16157",0,0,0,0,0,0,0,0,0,2,0
"G16158",52,105,17,0,74,108,22,28,53,75,161
"G16159",450,994,1234,499,2087,2289,670,752,1243,911,1403
"G16160",96,117,89,57,243,440,66,93,151,83,207
"G16161",927,1705,689,417,1023,1001,344,563,1285,1251,1864
"G16162",13,0,5,0,20,5,16,8,1,4,3
"G16163",3,2,0,0,0,3,1,0,0,0,0
"G16164",77,56,294,577,153,142,155,277,71,269,61
"G16165",0,0,1,0,8,1,0,0,1,0,0
"G16166",587,968,343,55,432,547,57,206,757,650,1225
"G16167",578,714,390,150,354,459,43,418,492,569,488
"G16168",83,214,150,0,287,478,67,165,133,157,269
"G16169",3,11,9,0,35,57,17,6,9,13,19
"G16170",7,12,17,0,12,27,0,2,15,3,37
"G16171",0,0,0,0,0,0,0,0,0,0,0
"G16172",0,0,0,0,0,0,0,0,0,0,0
"G16173",0,0,0,0,0,0,0,0,0,0,0
"G16174",0,0,0,0,0,0,0,0,0,0,0
"G16175",66,143,39,0,64,73,0,72,116,133,123
"G16176",0,0,0,0,1,0,0,0,0,0,0
"G16177",191,294,551,85,496,540,74,276,274,268,300
"G16178",59,2,23,0,73,97,1,17,0,3,3
"G16179",1342,1565,442,15,875,1198,225,613,1059,1290,1320
"G16180",38,52,301,421,118,335,1360,179,346,112,321
"G16181",931,1340,549,243,1042,1142,153,429,802,569,2023
"G16182",1462,2250,467,95,902,1237,153,793,1399,1297,1980
"G16183",692,726,743,243,1538,1560,430,375,846,757,561
"G16184",2922,4212,2072,2054,1999,2284,1752,4684,2763,2523,1917
"G16185",380,770,471,327,1074,936,271,225,833,522,790
"G16186",665,1061,942,392,987,1349,351,412,862,774,637
"G16187",755,754,375,251,695,599,308,410,675,624,719
"G16188",117,37,4523,382,329,321,824,56,11,29,6
"G16189",0,0,0,0,35,17,0,0,0,0,0
"G16190",0,6,5,0,502,186,4,0,0,5,6
"G16191",0,0,28,23,0,11,0,0,29,8,50
"G16192",0,0,0,0,0,0,0,0,0,0,0
"G16193",670,1161,667,145,1163,1637,213,232,994,934,1696
"G16194",3387,3326,3422,3428,2472,2828,1620,4808,2379,2056,2268
"G16195",0,0,0,0,0,0,0,0,0,0,0
"G16196",0,0,0,0,17,27,0,0,1,1,5
"G16197",847,883,550,274,1283,1643,317,576,1209,1144,1257
"G16198",1757,2120,1634,975,2226,2232,1073,1040,1884,1942,3077
"G16199",299,376,193,101,175,237,162,280,369,257,367
"G16200",0,0,0,0,0,0,0,0,0,0,0
"G16201",0,0,0,0,0,0,0,0,3,0,18
"G16202",67,79,3,0,74,84,17,21,95,62,1
"G16203",1,0,2,0,18,32,0,0,9,1,0
"G16204",0,0,4,18,15,12,20,7,0,2,1
"G16205",370,722,207,132,929,1602,81,261,555,588,1182
"G16206",820,884,543,128,741,822,308,612,921,923,1043
"G16207",262,325,308,11,670,733,92,98,379,403,387
"G16208",1979,2846,1464,1422,1271,2122,773,3057,2144,1761,1401
"G16209",211,346,202,30,438,536,57,68,277,253,623
"G16210",4196,4158,683,4,1678,1883,47,1412,2521,6693,4301
"G16211",708,14,174,0,808,120,6,300,1257,4688,400
"G16212",6860,2513,801,8,1482,1853,95,1802,1572,6254,5282
"G16213",2702,1910,411,0,771,609,61,713,1267,4434,2138
"G16214",969,1556,1127,592,1550,1998,378,726,1565,1170,1729
"G16215",531,530,231,115,430,499,47,322,539,650,937
"G16216",3,9,4,0,3,11,0,3,5,6,1
"G16217",0,0,0,0,0,0,0,0,0,0,0
"G16218",2426,2435,2189,834,2360,2379,1483,1409,2179,1970,2412
"G16219",0,0,0,0,0,0,0,0,0,0,0
"G16220",706,366,86,0,117,432,0,371,239,559,646
"G16221",5244,1006,303,1,421,929,13,993,952,2282,2967
"G16222",3184,394,270,0,151,495,4,356,308,1692,713
"G16223",2975,485,185,0,120,568,1,851,352,1043,1196
"G16224",1381,238,204,0,149,392,60,315,257,1064,620
"G16225",1333,1709,576,60,1114,1802,86,579,1413,1461,3418
"G16226",17,43,31,0,102,101,0,29,38,117,26
"G16227",74,90,124,16,206,234,35,109,92,99,105
"G16228",1,6,2,0,20,28,0,1,26,13,10
"G16229",25,88,6,5,23,27,0,24,58,28,62
"G16230",946,1081,763,188,978,1354,215,583,939,1195,1409
"G16231",606,580,1795,530,1437,2809,756,601,994,713,618
"G16232",0,0,0,0,0,0,0,0,0,0,0
"G16233",35,402,59,29,105,41,33,75,227,137,506
"G16234",1380,1971,969,586,1834,2050,495,841,1518,1394,2414
"G16235",4,5,6,0,0,7,0,4,2,0,11
"G16236",92,51,361,76,89,232,76,79,230,111,133
"G16237",99,52,591,86,83,233,61,85,355,140,185
"G16238",672,1348,803,542,1145,1375,314,430,1205,1128,1313
"G16239",0,21,81,52,324,662,240,16,162,51,31
"G16240",0,0,10,31,0,8,4,0,8,0,1
"G16241",74,72,452,254,408,418,61,46,175,76,143
"G16242",31,18,62,0,0,1,0,5,14,0,4
"G16243",6029,160,3873,167,190,6162,59,3822,482,231,113
"G16244",0,0,0,0,0,0,0,0,0,0,0
"G16245",932,1012,1516,646,2332,1268,335,708,1341,899,1893
"G16246",15,67,18,26,97,109,27,10,74,32,130
"G16247",0,0,7,0,9,6,0,0,0,0,0
"G16248",340,70,139,116,2022,2385,93,369,130,875,308
"G16249",0,0,0,0,15,7,0,0,0,5,1
"G16250",0,0,0,0,0,0,0,0,1,0,0
"G16251",0,0,0,0,0,0,0,0,0,0,0
"G16252",0,0,0,0,0,0,0,0,0,0,0
"G16253",11,0,12,18,0,0,0,0,3,1,0
"G16254",2,0,0,0,0,4,0,0,0,0,0
"G16255",9,18,0,0,0,5,0,0,0,0,9
"G16256",0,2,8,0,11,8,0,0,0,10,2
"G16257",6,7,4,0,0,23,4,0,5,0,5
"G16258",0,0,0,0,0,0,0,0,0,0,1
"G16259",4,885,19,13,519,51,1,5,14,17,9
"G16260",64,141,61,0,123,137,336,53,95,59,206
"G16261",50,3,900,204,236,385,95,3,88,83,213
"G16262",2863,2175,9136,2187,9678,10503,1815,1575,5336,3257,4558
"G16263",11,1,2,63,2,5,0,13,1,3,58
"G16264",0,0,0,0,0,0,0,0,0,0,0
"G16265",3,80,567,636,168,191,494,53,195,42,69
"G16266",214,438,757,119,228,510,82,347,913,489,767
"G16267",0,0,48,12,2,0,0,0,3,2,5
"G16268",0,0,0,0,0,0,0,0,0,0,0
"G16269",64,170,164,83,1152,1332,222,59,173,220,507
"G16270",0,0,0,0,0,0,0,0,0,0,0
"G16271",0,0,0,0,0,0,0,0,0,0,0
"G16272",11,64,30,0,60,83,0,6,80,75,152
"G16273",0,0,0,0,0,0,0,0,0,0,0
"G16274",1164,2488,3732,575,5690,6158,1136,420,3424,2394,3985
"G16275",0,0,0,0,0,0,0,0,0,0,0
"G16276",690,1527,571,203,984,1320,246,604,1326,1276,1486
"G16277",470,2337,471,43,503,1420,65,717,2023,1167,2707
"G16278",265,532,146,170,434,546,26,184,424,301,440
"G16279",6,0,0,0,3,7,55,0,3,0,0
"G16280",0,1,39,0,6,4,0,0,1,3,0
"G16281",6,2,0,0,2,0,0,0,0,5,1
"G16282",0,4,0,0,0,0,8,0,4,1,0
"G16283",63,138,24,0,46,94,0,40,96,113,139
"G16284",931,863,403,85,763,824,107,444,683,662,1040
"G16285",1641,2595,1462,691,2330,3020,783,1083,1864,1474,2417
"G16286",17,87,62,1,72,140,15,37,73,49,150
"G16287",311,687,313,40,627,723,540,278,450,342,578
"G16288",10,21,4,0,23,13,0,26,6,1,10
"G16289",0,0,0,0,0,0,0,0,0,0,0
"G16290",0,0,0,0,0,0,0,0,0,0,0
"G16291",0,0,0,0,0,0,0,0,0,0,0
"G16292",0,0,0,0,0,1,1,0,6,2,12
"G16293",0,0,0,0,0,0,0,0,0,0,0
"G16294",0,0,0,0,0,2,51,0,2,0,0
"G16295",251,411,208,191,539,590,61,139,424,262,536
"G16296",115,206,212,69,200,325,73,143,283,215,257
"G16297",133,118,142,93,162,99,153,152,83,118,147
"G16298",115,132,138,0,169,186,73,130,95,119,115
"G16299",139,175,98,6,185,244,4,35,129,148,250
"G16300",0,0,0,0,0,0,0,0,0,0,0
"G16301",0,0,0,0,0,0,0,0,0,0,0
"G16302",209,420,1246,1079,1114,997,317,453,791,397,580
"G16303",0,0,0,0,0,0,0,0,0,0,0
"G16304",0,0,0,0,0,0,0,0,0,0,0
"G16305",0,0,2,1,1,0,0,0,0,0,0
"G16306",9,4,28,0,56,73,8,6,19,5,18
"G16307",2066,1340,3788,836,2567,3236,1137,1771,2448,2075,2153
"G16308",0,6,8,9,45,18,16,0,4,0,6
"G16309",814,984,676,211,941,1247,239,440,765,792,1234
"G16310",0,0,0,0,0,0,0,0,0,0,0
"G16311",0,0,0,0,0,0,0,0,0,0,0
"G16312",0,7,13,0,0,0,0,0,7,3,10
"G16313",2259,4085,1582,1358,2607,2531,936,1607,2886,2368,3735
"G16314",235,343,433,168,683,918,372,203,372,512,338
"G16315",6,22,57,27,91,228,66,3,45,28,101
"G16316",853,325,1765,372,918,671,625,349,575,523,674
"G16317",32,39,272,106,510,468,35,7,273,98,170
"G16318",0,0,14,0,2,10,15,0,3,2,0
"G16319",1000,2392,1618,645,2409,3405,464,587,2317,2303,3460
"G16320",3828,4569,4072,1630,5057,5366,1769,2587,3665,3177,3846
"G16321",706,1343,680,136,1437,1931,446,646,1070,689,1472
"G16322",432,359,683,235,606,1247,413,901,531,303,503
